"Entidade";"Data Pagto";"Tipo Pessoa";"CPF/CNPJ";"Nome Favorecido";"Processo";"Descrição da Despesa";"NF/Documento";"Valor Bruto(em R$)";"Valor Retido(em R$)";"Valor Líquido(em R$)"
"EPTC";"20/03/2017";"CNPJ";"7161152000115";"G.P.A TREINAMENTO F. PERSONALIZADO LTDA.";"CON:16/2012";"OUTROS SERVICOS PRESTADOS PJ";"55";"2.864,47";"124,18";"2.740,29"
"EPTC";"20/03/2017";"CNPJ";"7755348000138";"VASLER COMÉRCIO E SERVIÇOS DE LIMPEZA LT";"CON:33/2015";"LOCACAO DE VEICULOS";"645";"7.250,00";"1.160,00";"6.090,00"
"EPTC";"20/03/2017";"CNPJ";"7755348000138";"VASLER COMÉRCIO E SERVIÇOS DE LIMPEZA LT";"CON:33/2015";"LOCACAO DE VEICULOS";"646";"7.250,00";"1.160,00";"6.090,00"
"EPTC";"20/03/2017";"CNPJ";"18573945000168";"ECOTEX INDUSTRIA E COMERCIO LTDA";"O.C:105399";"OUTRAS ENTRADAS";"995";"4.238,54";"0,00";"4.238,54"
"EPTC";"20/03/2017";"CNPJ";"17766803000154";"PATRICIA M. MULLER";"O.C:105470";"OUTRAS ENTRADAS";"11959";"17,80";"0,00";"17,80"
"EPTC";"20/03/2017";"CNPJ";"1844768000104";"AMBIENTUUS TECNOLOGIA AMBIENTAL LTDA";"CON:7/2016";"OUTROS SERVICOS PRESTADOS PJ";"3720";"220,00";"10,23";"209,77"
"EPTC";"20/03/2017";"CNPJ";"2726274000198";"ALCEO CARLESSO ME";"CON:3/2014";"MANUTENCAO E CONSERVACAO";"177";"405,11";"11,30";"393,81"
"EPTC";"20/03/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"138";"325,00";"16,25";"308,75"
"EPTC";"20/03/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"137";"325,00";"16,25";"308,75"
"EPTC";"21/03/2017";"CNPJ";"34028316002661";"EMPRESA BRASILEIRA DE CORREIOS E TELEGRA";"CON:10/2012";"CORREIOS, CONDUCAO, MALOTE";"500456";"10.145,03";"0,00";"10.145,03"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"430985";"498,51";"0,00";"498,51"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"430986";"343,80";"0,00";"343,80"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"433758";"1.691,90";"0,00";"1.691,90"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"433764";"513,79";"0,00";"513,79"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"433973";"354,17";"0,00";"354,17"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"447174";"2.069,53";"0,00";"2.069,53"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"447180";"379,47";"0,00";"379,47"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"447190";"1.908,09";"0,00";"1.908,09"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"447193";"275,04";"0,00";"275,04"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"460274";"240,66";"0,00";"240,66"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"460746";"206,28";"0,00";"206,28"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"460947";"910,73";"0,00";"910,73"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"481973";"137,52";"0,00";"137,52"
"EPTC";"21/03/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"481976";"292,23";"0,00";"292,23"
"EPTC";"22/03/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:9/2014";"MANUTENCAO E CONSERVACAO";"117";"3.463,20";"173,16";"3.290,04"
"EPTC";"23/03/2017";"CNPJ";"93439313000121";"GRAFICA R.J.R. LTDA.";"CON:2/2012";"IMPRESSOS";"136";"5.890,50";"294,53";"5.595,97"
"EPTC";"24/03/2017";"CNPJ";"8829598000138";"ID SISTEMAS INTELIGENTES LTDA.";"CON:3/2016";"OUTROS SERVICOS PRESTADOS PJ";"4240";"287,94";"0,00";"287,94"
"EPTC";"27/03/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"OUTRAS ENTRADAS";"1495";"2.784,90";"0,00";"2.784,90"
"EPTC";"27/03/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"OUTRAS ENTRADAS";"1496";"234,00";"0,00";"234,00"
"EPTC";"27/03/2017";"CNPJ";"15616221000166";"DENIZIO PIRES CORREA";"CON:19/2012";"RECOLHIMENTO DE ANIMAIS";"77";"18.288,80";"365,77";"17.923,03"
"EPTC";"30/03/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"854";"16.165,59";"1.721,65";"14.443,94"
"EPTC";"30/03/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"855";"2.599,42";"276,83";"2.322,59"
"EPTC";"30/03/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"856";"1.431,45";"152,43";"1.279,02"
"EPTC";"30/03/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"857";"2.466,50";"262,70";"2.203,80"
"EPTC";"30/03/2017";"CNPJ";"17184211000124";"I.L. MENDES JUNIOR - MENDES & PARS ME";"O.C:105512";"OUTRAS ENTRADAS";"1511";"2.031,53";"0,00";"2.031,53"
"EPTC";"31/03/2017";"CNPJ";"116506001302";"PROFORTE S/A - TRANSPORTE DE VALORES";"CON:17/2016";"TRANSPORTE DE VALORES";"1388";"231,21";"22,31";"208,90"
"EPTC";"03/04/2017";"CNPJ";"89323893000110";"CACULA MATERIAIS DE CONSTRUCAO LTDA.";"O.C:18296";"MANUTENCAO E CONSERVACAO";"189442";"895,05";"0,00";"895,05"
"EPTC";"03/04/2017";"CNPJ";"11936827000128";"RGC PERICIAS CONTABEIS LTDA";"CON:15/2013";"OUTROS SERVICOS PRESTADOS PJ";"21";"2.028,24";"226,14";"1.802,10"
"EPTC";"04/04/2017";"CNPJ";"8829598000138";"ID SISTEMAS INTELIGENTES LTDA.";"CON:3/2016";"OUTROS SERVICOS PRESTADOS PJ";"4160";"192,78";"0,00";"192,78"
"EPTC";"04/04/2017";"CNPJ";"8829598000138";"ID SISTEMAS INTELIGENTES LTDA.";"CON:3/2016";"OUTROS SERVICOS PRESTADOS PJ";"4298";"233,82";"0,00";"233,82"
"EPTC";"04/04/2017";"CNPJ";"93439313000121";"GRAFICA R.J.R. LTDA.";"CON:2/2012";"IMPRESSOS";"159";"2.862,30";"143,12";"2.719,18"
"EPTC";"04/04/2017";"CNPJ";"89846356000154";"RADIO TAXI GAUCHA";"CON:20/2013";"CORREIOS, CONDUCAO, MALOTE";"74285";"1.640,57";"0,00";"1.640,57"
"EPTC";"05/04/2017";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:19/2015";"SERVICOS DE INFORMATICA";"13";"3.886,85";"316,76";"3.570,09"
"EPTC";"05/04/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:21/2016";"MANUTENCAO E CONSERVACAO";"119";"250,00";"12,50";"237,50"
"EPTC";"05/04/2017";"CNPJ";"92691336000166";"CREDITO REAL (CONSTRUTORA SCORZA LTDA)";"CON:29/2006";"ALUGUEIS";"3";"11.286,52";"0,00";"11.286,52"
"EPTC";"05/04/2017";"CNPJ";"88001086000118";"ADM DE IMÓVEIS CERTA (OLINDA B. HENKE T";"CON:5/2011";"ALUGUEIS";"3";"8.517,21";"1.171,76";"7.345,45"
"EPTC";"05/04/2017";"CNPJ";"92568856000186";"GUSTAVO Z. GRAPIGLIA-ADM E PART LTDA";"CON:18/2011";"ALUGUEIS";"3";"35.903,38";"0,00";"35.903,38"
"EPTC";"06/04/2017";"CNPJ";"82646332000102";"PERKONS S/A";"CON:8/2015";"LOCACAO DE EQUIPAMENTOS";"2251";"150.000,00";"0,00";"150.000,00"
"EPTC";"07/04/2017";"CNPJ";"92828219000100";"NELSON MALTZ ENGENHARIA E CONSTRUCOES";"CON:26/2006";"ALUGUEIS";"3";"40.347,17";"0,00";"40.347,17"
"EPTC";"07/04/2017";"CNPJ";"2312399000171";"TELETONER COM.DE MAT.REPROGRAFICOS LTDA";"CON:22/2015";"EQUIPAMENTOS DE INFORMATICA";"27431";"27.211,29";"0,00";"27.211,29"
"EPTC";"07/04/2017";"CNPJ";"82646332000102";"PERKONS S/A";"CON:8/2015";"LOCACAO DE EQUIPAMENTOS";"2251";"90.000,00";"0,00";"90.000,00"
"EPTC";"07/04/2017";"CNPJ";"13624934000146";"MZ SEGURANÇA PRIVADA LTDA.";"CON:26/2015";"SERVICO DE VIGILANCIA";"109";"50.804,85";"9.729,13";"41.075,72"
"EPTC";"07/04/2017";"CNPJ";"13656252000115";"POSFRIO REFRIGERAÇÃO LTDA.";"O.C:105427";"OUTRAS ENTRADAS";"27286";"3.196,00";"0,00";"3.196,00"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"529964";"732.146,02";"0,00";"732.146,02"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"529967";"39.859,31";"0,00";"39.859,31"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"529978";"759,22";"0,00";"759,22"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"530056";"27.710,28";"0,00";"27.710,28"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"530057";"7.408,89";"0,00";"7.408,89"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"532655";"12.615,79";"0,00";"12.615,79"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"532656";"240,42";"0,00";"240,42"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"533474";"1.358,01";"0,00";"1.358,01"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"533475";"481,32";"0,00";"481,32"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"569040";"4.397,77";"0,00";"4.397,77"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"572610";"401,10";"0,00";"401,10"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"577249";"931,45";"0,00";"931,45"
"EPTC";"07/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"617264";"342,37";"0,00";"342,37"
"EPTC";"10/04/2017";"CNPJ";"92959600000280";"ESCOLA TECNICA JOSE CESAR DE MESQUITA";"CON:36/2015";"JOVEM APRENDIZ";"3";"56.532,33";"0,00";"56.532,33"
"EPTC";"10/04/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"42";"464,45";"0,00";"464,45"
"EPTC";"10/04/2017";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:8/2013";"SERVICO DE GUINCHO";"244";"3.681,60";"184,08";"3.497,52"
"EPTC";"10/04/2017";"CNPJ";"17766803000154";"PATRICIA M. MULLER";"O.C:105470";"OUTRAS ENTRADAS";"12063";"77,10";"0,00";"77,10"
"EPTC";"10/04/2017";"CNPJ";"13338681000144";"COMERCIAL SPONCHIADO LTDA.";"O.C:105542";"OUTRAS ENTRADAS";"4115";"60,00";"0,00";"60,00"
"EPTC";"10/04/2017";"CNPJ";"13338681000144";"COMERCIAL SPONCHIADO LTDA.";"O.C:105542";"OUTRAS ENTRADAS";"4116";"7,95";"0,00";"7,95"
"EPTC";"10/04/2017";"CNPJ";"15321819000128";"AGENOR & SILVIO TRANSPORTES LTDA";"CON:11/2015";"LOCACAO DE VEICULOS";"22";"3.554,28";"99,16";"3.455,12"
"EPTC";"10/04/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:32/2008";"ALUGUEIS";"3";"8.808,84";"1.598,61";"7.210,23"
"EPTC";"10/04/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:1/2008";"ALUGUEIS";"3";"8.808,84";"1.598,61";"7.210,23"
"EPTC";"11/04/2017";"CNPJ";"92739606000161";"LBF-ENGENHARIA E SERVICOS LTDA.";"CON:15/2016";"MANUTENCAO E CONSERVACAO PREDIAL";"27";"87.944,67";"11.564,73";"76.379,94"
"EPTC";"11/04/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"3";"16.965,07";"0,00";"16.965,07"
"EPTC";"11/04/2017";"CNPJ";"7044304000108";"EXPERTISE SOLUCOES FINANCEIRAS LTDA";"CON:23/2016";"COMBUSTIVEL E LUBRIFICANTES";"3745";"58.965,41";"0,00";"58.965,41"
"EPTC";"12/04/2017";"CNPJ";"87096616000196";"UNIMED PORTO ALEGRE SOCIEDADE COOPERATIV";"CON:23/2013";"PLANO DE SAUDE";"107145";"645.200,47";"0,00";"645.200,47"
"EPTC";"12/04/2017";"CNPJ";"13624934000146";"MZ SEGURANÇA PRIVADA LTDA.";"CON:26/2015";"SERVICO DE VIGILANCIA";"108";"299.415,26";"57.338,02";"242.077,24"
"EPTC";"12/04/2017";"CNPJ";"82646332000102";"PERKONS S/A";"CON:8/2015";"LOCACAO DE EQUIPAMENTOS";"2251";"168.100,53";"0,00";"168.100,53"
"EPTC";"13/04/2017";"CNPJ";"89024624000152";"COMERCIAL DE AREIA VENCEDORA LTDA";"O.C:104608";"MANUTENCAO E CONSERVACAO";"70554";"437,50";"0,00";"437,50"
"EPTC";"13/04/2017";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:21/2013";"LOCACAO DE VEICULOS";"21";"7.391,58";"283,84";"7.107,74"
"EPTC";"13/04/2017";"CNPJ";"2251301000113";"CKM SERVIÇOS LTDA";"CON:6/2016";"OUTROS SERVICOS PRESTADOS PJ";"15034";"118.083,97";"0,00";"118.083,97"
"EPTC";"17/04/2017";"CNPJ";"9338999000158";"SHOW PRESTADORA DE SERV. DO BRASIL LTDA";"CON:14/2014";"MONITORAMENTO GPS";"919";"167.785,38";"3.355,71";"164.429,67"
"EPTC";"17/04/2017";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:11/2011";"ALUGUEIS";"3410201";"157,88";"0,00";"157,88"
"EPTC";"17/04/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"31";"1.224,90";"0,00";"1.224,90"
"EPTC";"17/04/2017";"CNPJ";"40432544000147";"CLARO S.A";"CON:10/2014";"TELEFONE";"32";"7.636,14";"0,00";"7.636,14"
"EPTC";"17/04/2017";"CNPJ";"1211157000129";"SULSYSTEM ANALISE E DES. SISTEMAS LTDA";"CON:8/2016";"SERVICOS DE INFORMATICA";"17";"4.900,00";"399,35";"4.500,65"
"EPTC";"18/04/2017";"CNPJ";"73675332000140";"RUA SISTEMA AUTOMATIZADOS LTDA";"CON:14/2012";"MATERIAL DE EXPEDIENTE";"127";"2.954,20";"240,76";"2.713,44"
"EPTC";"18/04/2017";"CNPJ";"8517489000185";"TRTW INFORMATICA LTDA";"CON:16/2014";"SERVICOS MANUTENCAO REDE/MICRO";"8";"1.974,20";"160,89";"1.813,31"
"EPTC";"18/04/2017";"CNPJ";"4025105000156";"SANITARIOS ECOLOGICOS TOALETE LTDA";"CON:10/2016";"OUTRAS DESPESAS";"221";"325,00";"16,25";"308,75"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"627243";"303,69";"0,00";"303,69"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"627244";"303,69";"0,00";"303,69"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"627249";"343,80";"0,00";"343,80"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"627250";"1.375,20";"0,00";"1.375,20"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"627252";"329,47";"0,00";"329,47"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"645848";"567,27";"0,00";"567,27"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"645850";"1.065,78";"0,00";"1.065,78"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"645851";"292,23";"0,00";"292,23"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"650114";"303,69";"0,00";"303,69"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"650117";"303,69";"0,00";"303,69"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"657998";"962,64";"0,00";"962,64"
"EPTC";"18/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"658001";"756,36";"0,00";"756,36"
"EPTC";"19/04/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"MATERIAL DE LIMPEZA";"9888";"22,92";"0,00";"22,92"
"EPTC";"19/04/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"16608";"458,00";"0,00";"458,00"
"EPTC";"20/04/2017";"CNPJ";"87339347000141";"METALICA INDUSTRIA E COM. DE METAIS LTDA";"O.C:105259";"MANUTENCAO E CONSERVACAO";"1947";"651,00";"0,00";"651,00"
"EPTC";"20/04/2017";"CNPJ";"1554285000175";"CERTISIGN CERTIFICADORA DIGITAL";"O.C:105580";"OUTROS SERVICOS PRESTADOS PJ";"4755795";"230,00";"0,00";"230,00"
"EPTC";"20/04/2017";"CNPJ";"1554285000175";"CERTISIGN CERTIFICADORA DIGITAL";"O.C:105580";"OUTROS SERVICOS PRESTADOS PJ";"4756407";"345,00";"0,00";"345,00"
"EPTC";"20/04/2017";"CNPJ";"8829940000108";"GABRIELA TORRES RAUBER";"O.C:104660";"MATERIAL DE LIMPEZA";"9900";"4.410,00";"0,00";"4.410,00"
"EPTC";"20/04/2017";"CNPJ";"90180605000102";"GENTE SEGURADORA S.A";"CON:24/2013";"SEGURO DE VIDA";"121162";"6.989,44";"0,00";"6.989,44"
"EPTC";"20/04/2017";"CNPJ";"92783380000104";"J. DUARTE & CIA LTDA";"O.C:104728";"MATERIAL DE EXPEDIENTE";"3005";"2,76";"0,00";"2,76"
"EPTC";"24/04/2017";"CNPJ";"94987930000124";"CENCI EQUIPAMENTOS DE SEGURANCA LTDA";"O.C:18240";"UNIFORMES";"6655";"623,00";"0,00";"623,00"
"EPTC";"24/04/2017";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:37/2015";"SERVICOS DE INFORMATICA";"27659";"434,89";"0,00";"434,89"
"EPTC";"24/04/2017";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:37/2015";"SERVICOS DE INFORMATICA";"27662";"16.264,00";"0,00";"16.264,00"
"EPTC";"24/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"679302";"1.306,44";"0,00";"1.306,44"
"EPTC";"24/04/2017";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:12/2016";"VALE ALIMENTACAO";"679843";"444,07";"0,00";"444,07"
"EPTC";"24/04/2017";"CNPJ";"7278378000109";"SIMONE CAMPOS & CAMPOS SEGURANÇA E SINAL";"O.C:105520";"MATERIAL DE SINALIZACAO VIARIA";"38690";"251,75";"0,00";"251,75"
"EPTC";"24/04/2017";"CNPJ";"7278378000109";"SIMONE CAMPOS & CAMPOS SEGURANÇA E SINAL";"O.C:105520";"MATERIAL DE SINALIZACAO VIARIA";"386914";"769,50";"0,00";"769,50"
"EPTC";"24/04/2017";"CNPJ";"10807173000170";"MEDPOA COMERCIO DE MATERIAL HOSPITALAR";"O.C:105313";"MATERIAL MEDICO E FARMACEUTICOS";"12818";"221,04";"0,00";"221,04"
"EPTC";"24/04/2017";"CNPJ";"94331832000134";"BRASERV LTDA";"CON:9/2014";"MANUTENCAO E CONSERVACAO";"185";"3.330,00";"637,70";"2.692,30"
"EPTC";"25/04/2017";"CNPJ";"87124582000104";"COMPANHIA PROC.DADOS RGS-PROCERGS";"CON:12/2015";"SERVICOS DE INFORMATICA";"73829";"333,86";"0,00";"333,86"
"EPTC";"27/04/2017";"CNPJ";"93439313000121";"GRAFICA R.J.R. LTDA.";"CON:13/2015";"IMPRESSOS";"196";"2.205,00";"110,25";"2.094,75"
"EPTC";"27/04/2017";"CNPJ";"1338486000135";"NN TREINAMENTO LTDA.";"O.C:18290";"CURSOS/TREINAMENTOS";"6800";"1.685,00";"47,01";"1.637,99"
"EPTC";"27/04/2017";"CNPJ";"88664000154";"DZL DISTRIBUIDORA ZANATA LTDA.";"O.C:104607";"MATERIAL DE LIMPEZA";"25341";"3.056,10";"0,00";"3.056,10"
"EPTC";"27/04/2017";"CNPJ";"89024624000152";"COMERCIAL DE AREIA VENCEDORA LTDA";"O.C:104608";"MANUTENCAO E CONSERVACAO";"71059";"437,50";"0,00";"437,50"
"EPTC";"27/04/2017";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:18275";"MATERIAL DE LIMPEZA";"16665";"2.142,24";"0,00";"2.142,24"
"EPTC";"27/04/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"1318";"2.599,42";"276,83";"2.322,59"
"EPTC";"27/04/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"1319";"1.431,45";"152,43";"1.279,02"
"EPTC";"27/04/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"1320";"2.466,50";"262,70";"2.203,80"
"EPTC";"27/04/2017";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:32/2015";"MANUTENCAO DE EQUIPAMENTOS";"1321";"16.165,59";"1.721,65";"14.443,94"
"EPTC";"27/04/2017";"CNPJ";"11936827000128";"RGC PERICIAS CONTABEIS LTDA";"CON:15/2013";"OUTROS SERVICOS PRESTADOS PJ";"30";"719,78";"80,26";"639,52"
"EPTC";"27/04/2017";"CNPJ";"2459406000162";"MILRAU COM. DE ART. PEDAGOGICOS LTDA.";"O.C:104741";"MATERIAL DE EXPEDIENTE";"8709";"1.590,00";"0,00";"1.590,00"
"EPTC";"28/04/2017";"CNPJ";"116506001302";"PROFORTE S/A - TRANSPORTE DE VALORES";"CON:17/2016";"TRANSPORTE DE VALORES";"2163";"231,21";"22,31";"208,90"
"EPTC";"02/05/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:32/2008";"ALUGUEIS";"4";"9.407,11";"1.715,67";"7.691,44"
"EPTC";"02/05/2017";"CNPJ";"92973791000154";"ADALBERTO O. DE SOUZA";"CON:1/2008";"ALUGUEIS";"4";"9.407,11";"1.715,67";"7.691,44"
"EPTC";"02/05/2017";"CNPJ";"94978236000140";"ANTUNES COMERCIAL LTDA";"O.C:104671";"MATERIAL ELETRICO";"4558";"65,15";"0,00";"65,15"
"EPTC";"02/05/2017";"CNPJ";"1844768000104";"AMBIENTUUS TECNOLOGIA AMBIENTAL LTDA";"CON:7/2016";"OUTROS SERVICOS PRESTADOS PJ";"6617";"280,57";"0,00";"280,57"
"EPTC";"02/05/2017";"CNPJ";"23334784000190";"DIEGO RUPERTI ROCHA - ME";"O.C:105145";"OUTRAS ENTRADAS";"1503";"677,16";"0,00";"677,16"
