"Entidade";"Data Pagto";"Tipo Pessoa";"CPF/CNPJ";"Nome Favorecido";"Processo";"Descrição da Despesa";"NF/Documento";"Valor Bruto(em R$)";"Valor Retido(em R$)";"Valor Líquido(em R$)"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001622";"112,41";"0,00";"112,41"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001623";"112,41";"0,00";"112,41"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001624";"352,00";"0,00";"352,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001625";"75,00";"0,00";"75,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001626";"430,03";"0,00";"430,03"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001627";"20,00";"0,00";"20,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001628";"3.152,48";"0,00";"3.152,48"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001629";"3.960,21";"0,00";"3.960,21"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001630";"3.731,04";"0,00";"3.731,04"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001631";"112,41";"0,00";"112,41"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001632";"271,43";"0,00";"271,43"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001633";"320,00";"0,00";"320,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000001634";"20,00";"0,00";"20,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004736";"24,00";"1,20";"22,80"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004737";"9,29";"0,46";"8,83"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004738";"20,12";"1,00";"19,12"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004739";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004741";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004742";"3,87";"0,19";"3,68"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004743";"8,51";"0,42";"8,09"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004744";"3,87";"0,19";"3,68"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004745";"4,64";"0,23";"4,41"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004746";"1.216,56";"60,82";"1.155,74"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004747";"1.024,75";"51,23";"973,52"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004748";"1.451,00";"72,55";"1.378,45"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004749";"636,98";"31,84";"605,14"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004750";"96,25";"4,81";"91,44"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004751";"9,29";"0,46";"8,83"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004752";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004753";"752,92";"37,64";"715,28"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004754";"500,00";"25,00";"475,00"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004755";"1.802,30";"90,11";"1.712,19"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004756";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004757";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004758";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004759";"3,87";"0,19";"3,68"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004760";"78,00";"3,90";"74,10"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004761";"68,93";"3,44";"65,49"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004762";"78,00";"3,90";"74,10"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004763";"1.283,51";"64,17";"1.219,34"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004764";"832,41";"41,62";"790,79"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004765";"817,23";"40,86";"776,37"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004766";"6,19";"0,30";"5,89"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004767";"3,10";"0,15";"2,95"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004768";"3,87";"0,19";"3,68"
"EPTC";"02/05/2014";"CNPJ";"3703929000175";"SULMARCAS CENTRO AUTOMOTIVO LTDA";"CON:000022/2011";"MANUTENCAO DE VEICULOS";"000004769";"140,00";"7,00";"133,00"
"EPTC";"02/05/2014";"CNPJ";"3696188000142";"DAROS SUPRIMENTOS P/ INFORM.E ESCR. LTDA";"O.C:00017471";"MATERIAL DE EXPEDIENTE";"000003832";"69,36";"0,00";"69,36"
"EPTC";"02/05/2014";"CNPJ";"3696188000142";"DAROS SUPRIMENTOS P/ INFORM.E ESCR. LTDA";"O.C:00017391";"MATERIAL DE EXPEDIENTE";"000003833";"2,60";"0,00";"2,60"
"EPTC";"02/05/2014";"CNPJ";"91730218000157";"FERRAGEM PONTO SUL LTDA";"O.C:00017449";"MATERIAL DE CONSUMO";"000006558";"22.455,00";"0,00";"22.455,00"
"EPTC";"02/05/2014";"CNPJ";"92973791000154";"AZENHA EMPREENDIMENTOS IMOBILIARIOS LTDA";"CON:000032/2008";"ALUGUEIS";"001052014";"5.175,92";"0,00";"5.175,92"
"EPTC";"05/05/2014";"CNPJ";"7161152000115";"G.P.A TREINAMENTO F. PERSONALIZADO LTDA.";"CON:000016/2012";"OUTROS SERVICOS PRESTADOS PJ";"000002572";"2.226,59";"95,96";"2.130,63"
"EPTC";"05/05/2014";"CNPJ";"87550026000191";"GAMA MOVEIS P/ESCRIT. LTDA.";"O.C:00017446";"MOVEIS E UTENSILIOS";"000001421";"15.579,00";"0,00";"15.579,00"
"EPTC";"05/05/2014";"CNPJ";"94934502000133";"FRANCISCO E A FONTE";"O.C:00017459";"UNIFORMES";"000000487";"7.493,00";"0,00";"7.493,00"
"EPTC";"05/05/2014";"CNPJ";"94934502000133";"FRANCISCO E A FONTE";"O.C:00104578";"UNIFORMES";"000000488";"438,60";"0,00";"438,60"
"EPTC";"05/05/2014";"CNPJ";"16868674000142";"DIPAR FERRAGENS EIRELI";"O.C:00017448";"OUTRAS DESPESAS";"000000642";"359,46";"0,00";"359,46"
"EPTC";"05/05/2014";"CNPJ";"4835184000160";"AMANDA COM.DE PAPEIS E EMBALAGENS LTDA";"O.C:00017479";"MATERIAL DE LIMPEZA";"000009452";"8,85";"0,00";"8,85"
"EPTC";"05/05/2014";"CNPJ";"89840797000149";"GRAFICA E EDIT.COMUNICACAO IMPRESSA LTDA";"O.C:00017430";"MATERIAL DE EXPEDIENTE";"000006053";"2.830,00";"70,75";"2.759,25"
"EPTC";"05/05/2014";"CNPJ";"93019537000184";"MARTINS + ANDRADE COMUNICACAO";"CON:000030/2011";"PROPAGANDA E PUBLICIDADE";"000095473";"5.000,00";"30,00";"4.970,00"
"EPTC";"05/05/2014";"CNPJ";"92828219000100";"NELSON MALTZ ENGENHARIA E CONSTRUCOES";"CON:000026/2006";"ALUGUEIS";"005052014";"34.288,41";"0,00";"34.288,41"
"EPTC";"05/05/2014";"CNPJ";"92691336000166";"CREDITO REAL IMOVEIS E CONDOMINIOS";"CON:000029/2006";"ALUGUEIS";"005052014";"6.503,20";"0,00";"6.503,20"
"EPTC";"05/05/2014";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000017818";"3.398,23";"378,89";"3.019,34"
"EPTC";"05/05/2014";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000017819";"19.135,08";"2.133,55";"17.001,53"
"EPTC";"05/05/2014";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000017820";"3.052,65";"340,35";"2.712,30"
"EPTC";"05/05/2014";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000017821";"2.483,09";"276,85";"2.206,24"
"EPTC";"05/05/2014";"CNPJ";"73317513000102";"VIP ELEVADORES LTDA";"CON:000012/2010";"MANUTENCAO DE EQUIPAMENTOS";"000017822";"235,93";"11,79";"224,14"
"EPTC";"05/05/2014";"CNPJ";"8471046000109";"DESKART SUL DISTR. DE MAT. DE LIMP. LTDA";"O.C:00017467";"MATERIAL DE LIMPEZA";"000008543";"1.110,40";"0,00";"1.110,40"
"EPTC";"05/05/2014";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:000025/2011";"OUTROS SERVICOS PRESTADOS PJ";"000042466";"10.999,41";"549,97";"10.449,44"
"EPTC";"05/05/2014";"CNPJ";"5828337000105";"ATENTO SERVICE E LOGISTICA LTDA";"CON:000008/2013";"OUTROS SERVICOS PRESTADOS PJ";"000042467";"2.277,00";"113,85";"2.163,15"
"EPTC";"05/05/2014";"CNPJ";"10925677000194";"JP CAVEDON SOARES";"O.C:00017470";"MATERIAL DE CONSUMO";"000008046";"245,60";"0,00";"245,60"
"EPTC";"05/05/2014";"CNPJ";"88001086000118";"ADMINISTRACAO DE IMOVEIS CERTA LTDA";"CON:000005/2011";"ALUGUEIS";"005052014";"5.723,03";"0,00";"5.723,03"
"EPTC";"05/05/2014";"CNPJ";"88094016000151";"MACOL CONSTRUTORA LTDA.";"CON:000011/2011";"ALUGUEIS";"005052014";"12.485,50";"0,00";"12.485,50"
"EPTC";"05/05/2014";"CNPJ";"92568856000186";"GUSTAVO Z. GRAPIGLIA-ADM E PART LTDA";"CON:000018/2011";"ALUGUEIS";"005052014";"26.966,81";"0,00";"26.966,81"
"EPTC";"05/05/2014";"CNPJ";"92922137000111";"GARAGEM SANTA TEREZINHA";"CON:000001/2012";"ALUGUEIS";"005052014";"10.088,56";"0,00";"10.088,56"
"EPTC";"05/05/2014";"CNPJ";"68833227000151";"PES COMERCIO IMPORTACAO E EXPOTACAO LTDA";"O.C:00017492";"OUTRAS DESPESAS";"000000835";"806,75";"0,00";"806,75"
"EPTC";"05/05/2014";"CNPJ";"4281402000162";"VIGILANCIA ASGARRAS S/C LTDA";"CON:000002/2011";"SERVICO DE VIGILANCIA";"000010217";"361.246,24";"71.608,00";"289.638,24"
"EPTC";"06/05/2014";"CNPJ";"93019537000184";"MARTINS + ANDRADE COMUNICACAO";"CON:000030/2011";"PROPAGANDA E PUBLICIDADE";"000095504";"1.405,52";"0,00";"1.405,52"
"EPTC";"06/05/2014";"CNPJ";"55386445000143";"SINALTA PROPISTA SIN.SEG.E COM.VISUAL LT";"CON:000005/2013";"OBRAS E SINALIZACAO";"000006135";"133.390,45";"5.002,12";"128.388,33"
"EPTC";"06/05/2014";"CNPJ";"6113322000123";"ABIX TECNOLOGIA LTDA";"CON:000016/2011";"LOCACAO DE EQUIPAMENTOS";"000001036";"10.863,73";"0,00";"10.863,73"
"EPTC";"07/05/2014";"CNPJ";"89846356000154";"RADIO TAXI GAUCHA";"CON:000020/2013";"CORREIOS, CONDUCAO, MALOTE";"000067700";"5.327,86";"0,00";"5.327,86"
"EPTC";"07/05/2014";"CNPJ";"94038874000181";"CASA DO MECANICO LTDA.";"O.C:00017447";"MATERIAL DE SINALIZACAO VIARIA";"000014138";"43,00";"0,00";"43,00"
"EPTC";"07/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000316691";"254,80";"0,00";"254,80"
"EPTC";"07/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000317064";"588,00";"0,00";"588,00"
"EPTC";"07/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000317066";"1.837,50";"0,00";"1.837,50"
"EPTC";"07/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000317190";"1.299,72";"0,00";"1.299,72"
"EPTC";"07/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000317199";"980,00";"0,00";"980,00"
"EPTC";"08/05/2014";"CNPJ";"89398473000100";"COMPANHIA DE PROCESS.DADOS MUNIC. POA";"CON:000010/2011";"PROCEMPA";"000100524";"102.730,00";"0,00";"102.730,00"
"EPTC";"08/05/2014";"CNPJ";"3716758000119";"FISCONET CURSOS";"O.C:00017495";"CURSOS/TREINAMENTOS";"000012299";"640,00";"32,00";"608,00"
"EPTC";"08/05/2014";"CNPJ";"91777078000172";"S.PLESNIK COMERCIO LOCACOES LTDA";"CON:000004/2014";"MATERIAL DE EXPEDIENTE";"000000691";"11.730,00";"0,00";"11.730,00"
"EPTC";"09/05/2014";"CNPJ";"88020102000110";"DIGICON S/A CONTROLE ELET.PARA MECAN.";"CON:000016/2013";"MAQUINAS E EQUIPAMENTOS";"000000797";"26.574,59";"0,00";"26.574,59"
"EPTC";"09/05/2014";"CNPJ";"211131000118";"WORLD CENTER COM. IMP. E EXP. LTDA";"O.C:00017485";"MATERIAL DE SINALIZACAO VIARIA";"000004346";"52.734,00";"0,00";"52.734,00"
"EPTC";"09/05/2014";"CNPJ";"92744028000151";"EMPRESA JORNALISTICA MENSARIO FISCAL";"O.C:00017574";"OUTRAS DESPESAS";"000000478";"676,00";"0,00";"676,00"
"EPTC";"09/05/2014";"CNPJ";"3849959000194";"FENASDETRAN-FED.NAC.DAS ASSOC. DE DETRAN";"O.C:00017488";"CURSOS/TREINAMENTOS";"000000560";"3.250,00";"0,00";"3.250,00"
"EPTC";"09/05/2014";"CNPJ";"4567417000191";"LMV TRANSPORTES LTDA.";"CON:000022/2012";"LOCACAO DE VEICULOS";"000001634";"15.865,50";"675,87";"15.189,63"
"EPTC";"09/05/2014";"CNPJ";"4376556000138";"PLAVITEC IND E COM DE ADESIVOS LTDA";"O.C:00017508";"MATERIAL DE SINALIZACAO VIARIA";"000025808";"10.515,96";"0,00";"10.515,96"
"EPTC";"09/05/2014";"CNPJ";"13094578000104";"SANOFI AVENTIS COMERCIAL E LOGISTICA LTD";"O.C:00017502";"MATERIAL MEDICO E FARMACEUTICOS";"000010118";"14.850,00";"0,00";"14.850,00"
"EPTC";"09/05/2014";"CNPJ";"91730218000157";"FERRAGEM PONTO SUL LTDA";"O.C:00017449";"MATERIAL DE CONSUMO";"000006604";"11.385,00";"0,00";"11.385,00"
"EPTC";"09/05/2014";"CNPJ";"11388781000150";"METALETO DIST. PROD. SIDERG. LTDA";"O.C:00017513";"MATERIAL DE SINALIZACAO VIARIA";"000001278";"13.637,78";"0,00";"13.637,78"
"EPTC";"09/05/2014";"CNPJ";"91479360000173";"EDUCADORA COM.DE MAT.LTDA.";"O.C:00017456";"MATERIAL DE EXPEDIENTE";"000002798";"16.080,30";"0,00";"16.080,30"
"EPTC";"09/05/2014";"CNPJ";"94091782000165";"AMELFIS COM. E SINAL. DE PLACAS LTDA.";"O.C:00017506";"MATERIAL DE SINALIZACAO VIARIA";"000001212";"40.554,50";"0,00";"40.554,50"
"EPTC";"09/05/2014";"CNPJ";"94091782000165";"AMELFIS COM. E SINAL. DE PLACAS LTDA.";"O.C:00017506";"MATERIAL DE SINALIZACAO VIARIA";"000001213";"15.500,80";"0,00";"15.500,80"
"EPTC";"09/05/2014";"CNPJ";"91730218000157";"FERRAGEM PONTO SUL LTDA";"O.C:00017449";"MATERIAL DE CONSUMO";"000006642";"598,25";"0,00";"598,25"
"EPTC";"09/05/2014";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:000021/2013";"LOCACAO DE VEICULOS";"000001062";"12.969,00";"501,90";"12.467,10"
"EPTC";"09/05/2014";"CNPJ";"2217890000113";"SILVEIRA E FRAGA LTDA.";"CON:000021/2010";"LOCACAO DE VEICULOS";"000001063";"5.937,24";"229,77";"5.707,47"
"EPTC";"09/05/2014";"CNPJ";"2447204000109";"JUNIOR COELHO TRANSPORTES LTDA-ME";"CON:000018/2009";"LOCACAO DE VEICULOS";"000000240";"10.154,40";"203,08";"9.951,32"
"EPTC";"09/05/2014";"CNPJ";"13672891000174";"PRETA TRANSPORTES LTDA - ME";"CON:000021/2012";"LOCACAO DE VEICULOS";"000000203";"4.863,30";"170,21";"4.693,09"
"EPTC";"09/05/2014";"CNPJ";"11936827000128";"RGC PERICIAS CONTABEIS LTDA";"CON:000015/2013";"OUTROS SERVICOS PRESTADOS PJ";"000000144";"699,00";"10,48";"688,52"
"EPTC";"12/05/2014";"CNPJ";"87956561000147";"SIJ-SERVICO DE INF.JUDICIARIAS LTDA";"CON:000025/2012";"OUTROS SERVICOS PRESTADOS PJ";"000755814";"1.255,52";"62,77";"1.192,75"
"EPTC";"12/05/2014";"CNPJ";"3780326000177";"MULTIFASE COML. TECNICA LTDA";"O.C:00017474";"MANUTENCAO E CONSERVACAO";"000007849";"2.794,00";"0,00";"2.794,00"
"EPTC";"12/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000397447";"764,40";"0,00";"764,40"
"EPTC";"12/05/2014";"CNPJ";"69034668000156";"SODEXO PASS DO BRASIL SERV. E COM. S.A.";"CON:000017/2011";"VALE ALIMENTACAO";"000397449";"999,60";"0,00";"999,60"
"EPTC";"12/05/2014";"CNPJ";"87530044000101";"PROTECAO PUBLICACOES LTDA";"O.C:00017505";"JORNAIS E REVISTAS";"000003038";"2.500,00";"0,00";"2.500,00"
"EPTC";"12/05/2014";"CNPJ";"10882879000104";"MEMPHIS ENSINO LIVRE DE IDIOMAS LTDA";"CON:000024/2012";"CURSOS/TREINAMENTOS";"000005831";"11.170,32";"558,51";"10.611,81"
"EPTC";"12/05/2014";"CNPJ";"91479360000173";"EDUCADORA COM.DE MAT.LTDA.";"O.C:00017406";"MATERIAL DE EXPEDIENTE";"000002806";"7.474,28";"0,00";"7.474,28"
"EPTC";"12/05/2014";"CNPJ";"8863707000133";"PRISCILLA RAUBER HENGEMUHLE";"O.C:00017537";"MATERIAL DE CONSUMO";"000005412";"86,40";"0,00";"86,40"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000001922";"5,26";"0,26";"5,00"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000001923";"9,21";"0,46";"8,75"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000001924";"5.211,30";"260,56";"4.950,74"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000001925";"910,77";"45,53";"865,24"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000001927";"5,26";"0,26";"5,00"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004321";"69,79";"0,00";"69,79"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004346";"741,65";"0,00";"741,65"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004347";"6.724,07";"0,00";"6.724,07"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004349";"3.774,77";"0,00";"3.774,77"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004350";"1.456,09";"0,00";"1.456,09"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004352";"18,67";"0,00";"18,67"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004353";"218,16";"0,00";"218,16"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004354";"35,92";"0,00";"35,92"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004355";"72,52";"0,00";"72,52"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004356";"866,65";"0,00";"866,65"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004357";"151,76";"0,00";"151,76"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004358";"934,15";"0,00";"934,15"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004359";"93,24";"0,00";"93,24"
"EPTC";"12/05/2014";"CNPJ";"91955146000146";"LISAMAR COMERCIO E SERVICOS LTDA";"CON:000021/2011";"MANUTENCAO DE VEICULOS";"000004360";"93,24";"0,00";"93,24"
